country_name,country_code,year,unodc_homicide_rate
Afghanistan,AFG,2009,4.05955
Afghanistan,AFG,2010,3.4754522
Afghanistan,AFG,2011,4.1945353
Afghanistan,AFG,2012,6.3743386
Afghanistan,AFG,2015,9.952186
Afghanistan,AFG,2016,6.6799974
Afghanistan,AFG,2017,6.7920213
Afghanistan,AFG,2018,6.733248
Afghanistan,AFG,2019,7.163967
Afghanistan,AFG,2020,6.578109
Afghanistan,AFG,2021,4.0324583
Africa (UN),UN_AFR,2000,13.70221
Africa (UN),UN_AFR,2001,13.6558695
Africa (UN),UN_AFR,2002,13.591751
Africa (UN),UN_AFR,2003,13.16496
Africa (UN),UN_AFR,2004,12.918957
Africa (UN),UN_AFR,2005,12.775779
Africa (UN),UN_AFR,2006,12.820435
Africa (UN),UN_AFR,2007,12.617184
Africa (UN),UN_AFR,2008,12.559087
Africa (UN),UN_AFR,2009,12.404606
Africa (UN),UN_AFR,2010,12.289393
Africa (UN),UN_AFR,2011,12.354613
Africa (UN),UN_AFR,2012,12.404085
Africa (UN),UN_AFR,2013,12.422168
Africa (UN),UN_AFR,2014,12.544977
Africa (UN),UN_AFR,2015,12.43226
Africa (UN),UN_AFR,2016,12.403647
Africa (UN),UN_AFR,2017,12.274536
Africa (UN),UN_AFR,2018,11.765289
Africa (UN),UN_AFR,2019,11.476445
Africa (UN),UN_AFR,2020,10.931081
Africa (UN),UN_AFR,2021,11.17628
Africa (UN),UN_AFR,2022,11.088216
Africa (UN),UN_AFR,2023,10.70165
Albania,ALB,1992,3.9603949
Albania,ALB,1993,5.8270354
Albania,ALB,1994,3.4256952
Albania,ALB,1995,7.948279
Albania,ALB,1996,8.380375
Albania,ALB,1997,41.304665
Albania,ALB,1998,20.559898
Albania,ALB,1999,16.684462
Albania,ALB,2000,4.1375203
Albania,ALB,2001,6.9886894
Albania,ALB,2002,6.891948
Albania,ALB,2003,5.3237762
Albania,ALB,2004,4.2276373
Albania,ALB,2005,5.006243
Albania,ALB,2006,3.1139286
Albania,ALB,2007,3.4735007
Albania,ALB,2008,3.1073225
Albania,ALB,2009,2.870187
Albania,ALB,2010,4.063206
Albania,ALB,2011,4.8772044
Albania,ALB,2012,5.3951817
Albania,ALB,2013,4.264726
Albania,ALB,2014,4.614723
Albania,ALB,2015,2.2079382
Albania,ALB,2016,2.7261436
Albania,ALB,2017,2.0012128
Albania,ALB,2018,2.2803986
Albania,ALB,2019,2.2530255
Albania,ALB,2020,2.1239898
Albania,ALB,2021,2.3160856
Albania,ALB,2022,1.6975479
Albania,ALB,2023,1.3870834
Albania,ALB,2024,1.7551677
Algeria,DZA,2006,0.92792225
Algeria,DZA,2007,0.79264295
Algeria,DZA,2008,0.9420696
Algeria,DZA,2009,0.78049177
Algeria,DZA,2010,0.7018856
Algeria,DZA,2011,0.75873816
Algeria,DZA,2012,1.3892517
Algeria,DZA,2013,1.2495389
Algeria,DZA,2014,1.4717499
Algeria,DZA,2015,1.3643339
Algeria,DZA,2016,1.326782
Algeria,DZA,2017,1.2569172
Algeria,DZA,2018,1.3363123
Algeria,DZA,2019,1.1987653
Algeria,DZA,2020,1.4849432
Algeria,DZA,2021,1.5526875
Algeria,DZA,2022,1.7481215
Algeria,DZA,2023,1.1610724
American Samoa,ASM,2001,1.7527409
American Samoa,ASM,2002,12.267466
American Samoa,ASM,2003,5.2658834
American Samoa,ASM,2004,7.0400224
American Samoa,ASM,2005,10.597524
American Samoa,ASM,2006,7.0954065
American Samoa,ASM,2007,1.7821182
American Samoa,ASM,2008,5.3736477
American Samoa,ASM,2009,3.6017864
American Samoa,ASM,2010,9.053297
American Samoa,ASM,2011,9.108214
American Samoa,ASM,2012,3.6704657
American Samoa,ASM,2013,5.5549383
American Samoa,ASM,2014,5.6110425
American Samoa,ASM,2015,7.564583
American Samoa,ASM,2016,0.0
American Samoa,ASM,2017,13.569573
American Samoa,ASM,2018,25.53601
American Samoa,ASM,2019,0.0
Andorra,AND,2004,1.3454423
Andorra,AND,2007,0.0
Andorra,AND,2008,1.1976837
Andorra,AND,2009,0.0
Andorra,AND,2010,0.0
Andorra,AND,2011,1.285628
Andorra,AND,2012,0.0
Andorra,AND,2013,0.0
Andorra,AND,2014,0.0
Andorra,AND,2015,0.0
Andorra,AND,2020,2.5846472
Angola,AGO,2011,4.3562007
Angola,AGO,2012,4.833701
Angola,AGO,2015,4.453473
Angola,AGO,2016,4.0982666
Anguilla,AIA,1990,0.0
Anguilla,AIA,1991,11.490951
Anguilla,AIA,1992,0.0
Anguilla,AIA,1993,10.836584
Anguilla,AIA,1994,0.0
Anguilla,AIA,1995,10.29442
Anguilla,AIA,1996,0.0
Anguilla,AIA,1997,9.752768
Anguilla,AIA,1998,0.0
Anguilla,AIA,1999,0.0
Anguilla,AIA,2000,8.947345
Anguilla,AIA,2001,0.0
Anguilla,AIA,2002,17.113764
Anguilla,AIA,2003,16.842813
Anguilla,AIA,2004,8.28672
Anguilla,AIA,2005,0.0
Anguilla,AIA,2006,40.09784
Anguilla,AIA,2007,31.555696
Anguilla,AIA,2008,7.7582526
Anguilla,AIA,2009,7.625729
Anguilla,AIA,2010,0.0
Anguilla,AIA,2011,0.0
Anguilla,AIA,2012,37.372
Anguilla,AIA,2013,7.546031
Anguilla,AIA,2014,29.136467
Antigua and Barbuda,ATG,1990,1.5856279
Antigua and Barbuda,ATG,1991,4.7328315
Antigua and Barbuda,ATG,1992,3.1053731
Antigua and Barbuda,ATG,1993,6.0987697
Antigua and Barbuda,ATG,1994,7.480271
Antigua and Barbuda,ATG,1995,10.26566
Antigua and Barbuda,ATG,1996,4.309633
Antigua and Barbuda,ATG,1997,1.4074001
Antigua and Barbuda,ATG,2000,6.674498
Antigua and Barbuda,ATG,2001,9.202171
Antigua and Barbuda,ATG,2002,6.490809
Antigua and Barbuda,ATG,2003,6.4198036
Antigua and Barbuda,ATG,2004,5.081333
Antigua and Barbuda,ATG,2005,3.768347
Antigua and Barbuda,ATG,2006,13.646965
Antigua and Barbuda,ATG,2007,20.806814
Antigua and Barbuda,ATG,2008,19.29757
Antigua and Barbuda,ATG,2009,19.00847
Antigua and Barbuda,ATG,2010,7.0323076
Antigua and Barbuda,ATG,2012,11.460005
Antigua and Barbuda,ATG,2017,22.107264
Antigua and Barbuda,ATG,2018,13.197545
Antigua and Barbuda,ATG,2019,3.283587
Antigua and Barbuda,ATG,2020,9.799011
Antigua and Barbuda,ATG,2021,17.32558
Antigua and Barbuda,ATG,2022,10.771219
Antigua and Barbuda,ATG,2023,10.716333
Argentina,ARG,2001,8.316318
Argentina,ARG,2002,9.387486
Argentina,ARG,2003,7.7216797
Argentina,ARG,2004,6.0233026
Argentina,ARG,2005,5.6047425
Argentina,ARG,2006,5.3278327
Argentina,ARG,2007,5.34526
Argentina,ARG,2008,5.865306
Argentina,ARG,2009,6.4667993
Argentina,ARG,2010,5.7739778
Argentina,ARG,2011,6.0171585
Argentina,ARG,2012,6.2805786
Argentina,ARG,2013,7.2142386
Argentina,ARG,2014,7.5027766
Argentina,ARG,2015,6.5252876
Argentina,ARG,2016,5.979456
Argentina,ARG,2017,5.2315598
Argentina,ARG,2018,5.338722
Argentina,ARG,2019,5.131915
Argentina,ARG,2020,5.3527217
Argentina,ARG,2021,4.6212635
Argentina,ARG,2022,4.3120246
Argentina,ARG,2023,4.4929113
Armenia,ARM,1990,5.011081
Armenia,ARM,1991,5.1466856
Armenia,ARM,1992,8.538965
Armenia,ARM,1993,7.7606196
Armenia,ARM,1994,4.666217
Armenia,ARM,1995,3.5070941
Armenia,ARM,1996,3.4769502
Armenia,ARM,1997,3.0804405
Armenia,ARM,1998,2.8986402
Armenia,ARM,1999,2.8415496
Armenia,ARM,2000,2.9114144
Armenia,ARM,2001,2.8531137
Armenia,ARM,2002,2.2581267
Armenia,ARM,2004,2.746034
Armenia,ARM,2005,1.9292492
Armenia,ARM,2006,2.6418073
Armenia,ARM,2007,2.5883927
Armenia,ARM,2008,3.277038
Armenia,ARM,2009,3.2931406
Armenia,ARM,2010,1.9105599
Armenia,ARM,2011,2.4287865
Armenia,ARM,2012,2.2241023
Armenia,ARM,2013,2.1556754
Armenia,ARM,2014,2.4637098
Armenia,ARM,2015,2.567458
Armenia,ARM,2016,2.9806848
Armenia,ARM,2017,2.4014022
Armenia,ARM,2018,1.7182341
Armenia,ARM,2019,2.5137987
Armenia,ARM,2020,2.5943546
Armenia,ARM,2021,3.1355078
Armenia,ARM,2022,2.7422228
Armenia,ARM,2023,2.2083356
Aruba,ABW,1990,0.0
Aruba,ABW,1995,7.903264
Aruba,ABW,1999,2.3129008
Aruba,ABW,2001,4.429434
Aruba,ABW,2002,5.4717464
Aruba,ABW,2003,4.333225
Aruba,ABW,2004,2.145635
Aruba,ABW,2005,6.3673987
Aruba,ABW,2006,5.2415023
Aruba,ABW,2007,3.106008
Aruba,ABW,2008,5.1122394
Aruba,ABW,2009,4.0393634
Aruba,ABW,2010,3.995465
Aruba,ABW,2011,1.9805706
Aruba,ABW,2012,3.9306824
Aruba,ABW,2013,5.8503766
Aruba,ABW,2014,1.9347506
Asia (UN),UN_ASI,2000,3.3560338
Asia (UN),UN_ASI,2001,3.2740397
Asia (UN),UN_ASI,2002,3.1876597
Asia (UN),UN_ASI,2003,3.1007025
Asia (UN),UN_ASI,2004,3.096954
Asia (UN),UN_ASI,2005,2.95053
Asia (UN),UN_ASI,2006,2.8604383
Asia (UN),UN_ASI,2007,2.7941086
Asia (UN),UN_ASI,2008,2.7645633
Asia (UN),UN_ASI,2009,2.7310646
Asia (UN),UN_ASI,2010,2.667075
Asia (UN),UN_ASI,2011,2.7089393
Asia (UN),UN_ASI,2012,2.6900072
Asia (UN),UN_ASI,2013,2.6238906
Asia (UN),UN_ASI,2014,2.5960221
Asia (UN),UN_ASI,2015,2.3848562
Asia (UN),UN_ASI,2016,2.303022
Asia (UN),UN_ASI,2017,2.192995
Asia (UN),UN_ASI,2018,2.1035058
Asia (UN),UN_ASI,2019,2.0281272
Asia (UN),UN_ASI,2020,1.9880732
Asia (UN),UN_ASI,2021,2.2564127
Asia (UN),UN_ASI,2022,1.93977
Asia (UN),UN_ASI,2023,1.9795915
Australia,AUS,1990,2.1837761
Australia,AUS,1991,1.9592936
Australia,AUS,1992,1.7151692
Australia,AUS,1993,1.8789239
Australia,AUS,1994,1.7879659
Australia,AUS,1995,1.9673568
Australia,AUS,1996,1.9338653
Australia,AUS,1997,1.9670452
Australia,AUS,1998,1.7859323
Australia,AUS,1999,2.0359619
Australia,AUS,2000,1.8920714
Australia,AUS,2001,1.7918525
Australia,AUS,2002,1.8677896
Australia,AUS,2003,1.5237553
Australia,AUS,2004,1.3119382
Australia,AUS,2005,1.2762085
Australia,AUS,2006,1.364703
Australia,AUS,2007,1.2169195
Australia,AUS,2008,1.2213047
Australia,AUS,2009,1.2073629
Australia,AUS,2010,1.043286
Australia,AUS,2011,1.1032139
Australia,AUS,2012,1.0633343
Australia,AUS,2013,1.054386
Australia,AUS,2014,1.029853
Australia,AUS,2015,0.98546845
Australia,AUS,2016,0.9330059
Australia,AUS,2017,0.84104836
Australia,AUS,2018,0.8797874
Australia,AUS,2019,0.8829515
Australia,AUS,2020,0.8584594
Australia,AUS,2021,0.74355406
Australia,AUS,2022,0.8396631
Australia,AUS,2023,0.85440606
Austria,AUT,1990,1.1589109
Austria,AUT,1991,1.327809
Austria,AUT,1992,1.236817
Austria,AUT,1993,1.0116984
Austria,AUT,1994,1.10857
Austria,AUT,1995,0.9810924
Austria,AUT,1996,1.2435757
Austria,AUT,1997,0.82812583
Austria,AUT,1998,0.96509784
Austria,AUT,1999,0.75057304
Austria,AUT,2000,1.0233463
Austria,AUT,2001,0.8704051
Austria,AUT,2002,0.80429256
Austria,AUT,2003,0.6155663
Austria,AUT,2004,0.7218458
Austria,AUT,2005,0.6561995
Austria,AUT,2006,0.73761487
Austria,AUT,2007,0.5423679
Austria,AUT,2008,0.69684297
Austria,AUT,2009,0.6111396
Austria,AUT,2010,0.7292209
Austria,AUT,2011,0.9174017
Austria,AUT,2012,0.96067166
Austria,AUT,2013,0.71922034
Austria,AUT,2014,0.49135348
Austria,AUT,2015,0.50902134
Austria,AUT,2016,0.61799634
Austria,AUT,2017,0.79556507
Austria,AUT,2018,0.97266906
Austria,AUT,2019,0.8670316
Austria,AUT,2020,0.72858477
Austria,AUT,2021,0.72487557
Austria,AUT,2022,0.8715148
Austria,AUT,2023,0.876191
Azerbaijan,AZE,1990,4.549806
Azerbaijan,AZE,1991,4.8808446
Azerbaijan,AZE,1992,7.615673
Azerbaijan,AZE,1993,6.369838
Azerbaijan,AZE,1994,6.5581155
Azerbaijan,AZE,1995,5.738876
Azerbaijan,AZE,1996,5.1079164
Azerbaijan,AZE,1997,3.5785291
Azerbaijan,AZE,1998,3.4887471
Azerbaijan,AZE,1999,2.9874804
Azerbaijan,AZE,2000,2.7645986
Azerbaijan,AZE,2001,2.6418574
Azerbaijan,AZE,2002,2.5461998
Azerbaijan,AZE,2007,2.1408398
Azerbaijan,AZE,2008,2.1470172
Azerbaijan,AZE,2010,2.2521412
Azerbaijan,AZE,2011,2.2795656
Azerbaijan,AZE,2012,2.1543953
Azerbaijan,AZE,2013,2.3252366
Azerbaijan,AZE,2014,2.4503853
Azerbaijan,AZE,2015,2.1634703
Azerbaijan,AZE,2016,1.7125322
Azerbaijan,AZE,2017,1.8257494
Azerbaijan,AZE,2018,1.9621935
Azerbaijan,AZE,2019,1.661643
Azerbaijan,AZE,2020,2.1509116
Azerbaijan,AZE,2021,1.7001535
Azerbaijan,AZE,2022,1.7872226
Azerbaijan,AZE,2023,2.1612282
Azerbaijan,AZE,2024,1.9929228
Bahamas,BHS,1990,16.307627
Bahamas,BHS,1991,9.973961
Bahamas,BHS,1992,14.339324
Bahamas,BHS,1993,12.013475
Bahamas,BHS,1994,17.53741
Bahamas,BHS,1995,13.268715
Bahamas,BHS,1996,16.652082
Bahamas,BHS,1997,14.795588
Bahamas,BHS,2000,22.851143
Bahamas,BHS,2001,13.116314
Bahamas,BHS,2002,15.680882
Bahamas,BHS,2003,14.897912
Bahamas,BHS,2004,12.949479
Bahamas,BHS,2005,15.120938
Bahamas,BHS,2006,17.509867
Bahamas,BHS,2007,22.0754
Bahamas,BHS,2008,20.384201
Bahamas,BHS,2009,23.979494
Bahamas,BHS,2010,25.579798
Bahamas,BHS,2011,34.164673
Bahamas,BHS,2012,29.296654
Bahamas,BHS,2013,31.402311
Bahamas,BHS,2014,31.912277
Bahamas,BHS,2015,37.887978
Bahamas,BHS,2016,28.604156
Bahamas,BHS,2017,31.243198
Bahamas,BHS,2018,23.171873
Bahamas,BHS,2019,24.070469
Bahamas,BHS,2020,18.440746
Bahamas,BHS,2021,30.022226
Bahamas,BHS,2022,32.19814
Bahrain,BHR,1995,0.8428548
Bahrain,BHR,1996,1.3145074
Bahrain,BHR,1997,0.96153075
Bahrain,BHR,2001,1.285796
Bahrain,BHR,2002,1.0635505
Bahrain,BHR,2007,0.37828457
Bahrain,BHR,2008,0.5353732
Bahrain,BHR,2009,1.098339
Bahrain,BHR,2010,0.1648473
Bahrain,BHR,2011,0.9944246
Bahrain,BHR,2012,0.7399472
Bahrain,BHR,2013,0.87495816
Bahrain,BHR,2014,0.6855325
Bahrain,BHR,2015,0.21903406
Bahrain,BHR,2016,0.27979776
Bahrain,BHR,2017,0.40485966
Bahrain,BHR,2018,0.33386183
Bahrain,BHR,2019,0.2692387
Bahrain,BHR,2020,0.0
Bahrain,BHR,2021,0.06658838
Bahrain,BHR,2022,0.19563614
